date,Usage,Hour,LagRP,LeadRP,LagPF,LeadPF,CO2,Ltype,Wstatus,Dweek
2018-01-05,373.58,15,154.22,0,92.43,0,0.0425,Medium_Load,Weekday,Friday
2018-01-05,465.98,16,198.43,0,92.01,0,0.0525,Medium_Load,Weekday,Friday
2018-01-05,419.04,17,172.36,0,92.48,0,0.05,Medium_Load,Weekday,Friday
2018-01-05,379.97,18,133.63,10.54,94.34,0,0.0425,Maximum_Load,Weekday,Friday
2018-01-05,236.77,19,116.85,0.61,89.67,0,0.0275,Maximum_Load,Weekday,Friday
2018-01-05,231.67,20,84.64,0,93.93,0,0.0275,Maximum_Load,Weekday,Friday
2018-01-05,156.88,21,17.1,22.18,99.41,0,0.02,Medium_Load,Weekday,Friday
2018-01-05,23.01,22,0,103.97,100,0,0,Medium_Load,Weekday,Friday
2018-01-05,16.59,23,14.04,15.19,76.33,0,0,Maximum_Load,Weekday,Friday
2018-01-05,16.38,24,15.94,0,0,100,0,Light_Load,Weekday,Friday
2018-01-06,16.52,1,18.93,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-06,16.64,2,19.57,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-06,16.85,3,22.07,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-06,16.78,4,22.56,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-06,16.78,5,23.04,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-06,16.71,6,21.46,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-06,16.7,7,21.67,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-06,16.45,8,21.06,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-06,16.57,9,15.3,20.84,0,62.24,0,Light_Load,Weekend,Saturday
2018-01-06,17.22,10,0,97.21,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,15.88,11,0,87.88,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,15.09,12,0,32.01,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,15.37,13,0,78.92,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,14.58,14,0,80.74,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,15.02,15,0,83.09,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,14.77,16,0,79.05,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,14.25,17,0,78.22,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,14.89,18,0,85.35,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,14.08,19,0,54.01,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,14.36,20,0,78.52,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,15.26,21,0,84.79,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,14.75,22,0,79.16,100,0,0,Light_Load,Weekend,Saturday
2018-01-06,13.61,23,11.95,10.01,75.14,0,0,Light_Load,Weekend,Saturday
2018-01-06,13.83,24,12.22,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-07,13.46,1,12.53,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-07,14.1,2,14.68,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-07,13.79,3,13.89,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-07,13.76,4,14.22,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-07,14,5,15.01,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-07,13.75,6,14.59,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-07,14.23,7,15.48,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-07,13.61,8,16.21,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-07,14.59,9,12.74,19.48,0,59.95,0,Light_Load,Weekend,Sunday
2018-01-07,14.93,10,0,75.39,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,15.26,11,0,79.89,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,14.52,12,0,24.6,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,15.01,13,0,70.44,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,15.59,14,0,80.68,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,14.97,15,0,72.72,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,15.02,16,0,72.83,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,15.37,17,0,81.5,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,14.83,18,0,75.09,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,14.43,19,0,46.63,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,15.37,20,0,82.15,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,14.94,21,0,74.23,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,15.44,22,0,77.87,100,0,0,Light_Load,Weekend,Sunday
2018-01-07,14.37,23,15.74,13.36,67.42,0,0,Light_Load,Weekend,Sunday
2018-01-07,13.58,24,16.13,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-08,14.36,1,19.48,0,0,100,0,Light_Load,Weekday,Monday
2018-01-08,13.97,2,18.72,0,0,100,0,Light_Load,Weekday,Monday
2018-01-08,14.25,3,20.52,0,0,100,0,Light_Load,Weekday,Monday
2018-01-08,14.4,4,21.05,0,0,100,0,Light_Load,Weekday,Monday
2018-01-08,14.11,5,19.7,0,0,100,0,Light_Load,Weekday,Monday
2018-01-08,14.61,6,21.35,0,0,100,0,Light_Load,Weekday,Monday
2018-01-08,14,7,18.94,0,0,100,0,Light_Load,Weekday,Monday
2018-01-08,22.32,8,21.85,0,0,100,0,Light_Load,Weekday,Monday
2018-01-08,376.78,9,208.73,0,0,100,0.0425,Light_Load,Weekday,Monday
2018-01-08,448.42,10,156.74,0,94.4,0,0.05,Medium_Load,Weekday,Monday
2018-01-08,476.65,11,197.21,0,92.4,0,0.0525,Maximum_Load,Weekday,Monday
2018-01-08,500.1,12,276.91,0,87.48,0,0.0575,Maximum_Load,Weekday,Monday
2018-01-08,35.97,13,0.72,98.35,99.98,0,0,Medium_Load,Weekday,Monday
2018-01-08,368.6,14,172.26,5.69,90.6,0,0.0425,Medium_Load,Weekday,Monday
2018-01-08,380.19,15,151.02,0,92.94,0,0.0425,Medium_Load,Weekday,Monday
2018-01-08,462.02,16,193.9,0,92.21,0,0.0525,Medium_Load,Weekday,Monday
2018-01-08,416.66,17,161.18,0,93.26,0,0.0475,Medium_Load,Weekday,Monday
2018-01-08,304.41,18,79.81,18.47,96.73,0,0.0375,Maximum_Load,Weekday,Monday
2018-01-08,447.48,19,209.89,0.58,90.54,0,0.05,Maximum_Load,Weekday,Monday
2018-01-08,467.71,20,197.21,0,92.14,0,0.055,Maximum_Load,Weekday,Monday
2018-01-08,444.27,21,150.69,0.97,94.7,0,0.05,Medium_Load,Weekday,Monday
2018-01-08,29.33,22,0.14,98.28,100,0,0.0025,Medium_Load,Weekday,Monday
2018-01-08,19.22,23,17.13,14.65,74.65,0,0,Maximum_Load,Weekday,Monday
2018-01-08,18.68,24,16.73,0,0,100,0,Light_Load,Weekday,Monday
2018-01-09,18.79,1,17.39,0,0,100,0,Light_Load,Weekday,Tuesday
2018-01-09,18.9,2,17.13,0,0,100,0,Light_Load,Weekday,Tuesday
2018-01-09,18.79,3,17.17,0,0,100,0,Light_Load,Weekday,Tuesday
2018-01-09,18.84,4,17.85,0,0,100,0,Light_Load,Weekday,Tuesday
2018-01-09,18.72,5,16.31,0,0,100,0,Light_Load,Weekday,Tuesday
2018-01-09,18.75,6,15.81,0,0,100,0,Light_Load,Weekday,Tuesday
2018-01-09,17.93,7,14.37,0,0,100,0,Light_Load,Weekday,Tuesday
2018-01-09,54.21,8,39.53,0,0,100,0.005,Light_Load,Weekday,Tuesday
2018-01-09,414.26,9,235.23,0,0,100,0.05,Light_Load,Weekday,Tuesday
2018-01-09,493.77,10,189.86,0,93.34,0,0.0575,Medium_Load,Weekday,Tuesday
2018-01-09,471.93,11,171.86,0,93.96,0,0.055,Maximum_Load,Weekday,Tuesday
2018-01-09,476.03,12,243,0,89.07,0,0.055,Maximum_Load,Weekday,Tuesday
2018-01-09,46.19,13,4.14,92.03,99.6,0,0.005,Medium_Load,Weekday,Tuesday
2018-01-09,452.08,14,148.33,2.59,95.02,0,0.0525,Medium_Load,Weekday,Tuesday
2018-01-09,465.55,15,156.75,0,94.77,0,0.055,Medium_Load,Weekday,Tuesday
2018-01-09,373.21,16,133.49,0,94.16,0,0.0425,Medium_Load,Weekday,Tuesday
2018-01-09,460.98,17,153.94,0,94.85,0,0.0525,Medium_Load,Weekday,Tuesday
2018-01-09,304.03,18,85.42,18.47,96.27,0,0.035,Maximum_Load,Weekday,Tuesday
2018-01-09,425.49,19,182.59,0.79,91.9,0,0.05,Maximum_Load,Weekday,Tuesday
2018-01-09,448.56,20,159.19,0,94.24,0,0.0525,Maximum_Load,Weekday,Tuesday
2018-01-09,407.55,21,116.7,1.73,96.14,0,0.0475,Medium_Load,Weekday,Tuesday
2018-01-09,26.64,22,0,103.17,100,0,0.0025,Medium_Load,Weekday,Tuesday
2018-01-09,18.78,23,16.89,15.3,74.35,0,0,Maximum_Load,Weekday,Tuesday
2018-01-09,18.39,24,16.99,0,0,100,0,Light_Load,Weekday,Tuesday
2018-01-10,18.22,1,17.9,0,0,100,0,Light_Load,Weekday,Wednesday
2018-01-10,18.43,2,18.28,0,0,100,0,Light_Load,Weekday,Wednesday
2018-01-10,18.29,3,18.11,0,0,100,0,Light_Load,Weekday,Wednesday
2018-01-10,18.29,4,17.89,0,0,100,0,Light_Load,Weekday,Wednesday
2018-01-10,18.25,5,17.9,0,0,100,0,Light_Load,Weekday,Wednesday
2018-01-10,18.25,6,17.67,0,0,100,0,Light_Load,Weekday,Wednesday
2018-01-10,17.75,7,18.36,0,0,100,0,Light_Load,Weekday,Wednesday
2018-01-10,25.63,8,19.39,0.04,0,100,0,Light_Load,Weekday,Wednesday
2018-01-10,428.19,9,236.03,0,0,100,0.05,Light_Load,Weekday,Wednesday
2018-01-10,455.77,10,157.1,0,94.54,0,0.055,Medium_Load,Weekday,Wednesday
2018-01-10,458.16,11,149.76,0,95.05,0,0.0525,Maximum_Load,Weekday,Wednesday
2018-01-10,504.43,12,255.92,0,89.18,0,0.06,Maximum_Load,Weekday,Wednesday
2018-01-10,40.85,13,4.82,97.53,99.31,0,0.0025,Medium_Load,Weekday,Wednesday
2018-01-10,443.38,14,160.85,3.02,94.01,0,0.0525,Medium_Load,Weekday,Wednesday
2018-01-10,445.57,15,149.51,0,94.81,0,0.05,Medium_Load,Weekday,Wednesday
2018-01-10,441.47,16,154.66,0,94.38,0,0.0525,Medium_Load,Weekday,Wednesday
2018-01-10,466.34,17,156.56,0,94.8,0,0.055,Medium_Load,Weekday,Wednesday
2018-01-10,447.77,18,160.67,0,94.12,0,0.0525,Maximum_Load,Weekday,Wednesday
2018-01-10,61.73,19,11.45,52.51,98.32,0,0.0075,Maximum_Load,Weekday,Wednesday
2018-01-10,20.55,20,0,107.82,100,0,0,Maximum_Load,Weekday,Wednesday
2018-01-10,20.38,21,0,107.18,100,0,0,Medium_Load,Weekday,Wednesday
2018-01-10,20.31,22,0,105.59,100,0,0,Medium_Load,Weekday,Wednesday
2018-01-10,18.83,23,18.22,15.08,71.87,0,0,Maximum_Load,Weekday,Wednesday
2018-01-10,18.35,24,17.53,0,0,100,0,Light_Load,Weekday,Wednesday
2018-01-11,18.47,1,18.79,0,0,100,0,Light_Load,Weekday,Thursday
2018-01-11,18.51,2,19.67,0,0,100,0,Light_Load,Weekday,Thursday
2018-01-11,18.36,3,17.68,0,0,100,0,Light_Load,Weekday,Thursday
2018-01-11,18.32,4,17.53,0,0,100,0,Light_Load,Weekday,Thursday
2018-01-11,18.36,5,17.81,0,0,100,0,Light_Load,Weekday,Thursday
2018-01-11,18.35,6,17.86,0,0,100,0,Light_Load,Weekday,Thursday
2018-01-11,17.78,7,16.63,0,0,100,0,Light_Load,Weekday,Thursday
2018-01-11,23.54,8,15.01,0.04,0,100,0,Light_Load,Weekday,Thursday
2018-01-11,449.82,9,250.99,0,0,100,0.05,Light_Load,Weekday,Thursday
2018-01-11,432.68,10,174.53,0,92.74,0,0.0525,Medium_Load,Weekday,Thursday
2018-01-11,389.09,11,154.36,0,92.95,0,0.0425,Maximum_Load,Weekday,Thursday
2018-01-11,283.97,12,178.34,0,84.68,0,0.03,Maximum_Load,Weekday,Thursday
2018-01-11,72.42,13,9.29,83.88,99.19,0,0.01,Medium_Load,Weekday,Thursday
2018-01-11,441.5,14,178.67,0,92.7,0,0.05,Medium_Load,Weekday,Thursday
2018-01-11,457.74,15,176,0,93.34,0,0.0525,Medium_Load,Weekday,Thursday
2018-01-11,493.08,16,196.24,0,92.91,0,0.0575,Medium_Load,Weekday,Thursday
2018-01-11,410.32,17,182.09,0,91.4,0,0.045,Medium_Load,Weekday,Thursday
2018-01-11,322.48,18,91.76,12.17,96.18,0,0.0375,Maximum_Load,Weekday,Thursday
2018-01-11,452.48,19,201.67,0.86,91.34,0,0.05,Maximum_Load,Weekday,Thursday
2018-01-11,475.46,20,182.63,0,93.35,0,0.0525,Maximum_Load,Weekday,Thursday
2018-01-11,422.17,21,143.63,2.56,94.67,0,0.05,Medium_Load,Weekday,Thursday
2018-01-11,21.77,22,0,106.24,100,0,0,Medium_Load,Weekday,Thursday
2018-01-11,19.19,23,18.14,15.52,72.67,0,0,Maximum_Load,Weekday,Thursday
2018-01-11,18.75,24,19.01,0,0,100,0,Light_Load,Weekday,Thursday
2018-01-12,18.84,1,19.91,0,0,100,0,Light_Load,Weekday,Friday
2018-01-12,19.05,2,20.28,0,0,100,0,Light_Load,Weekday,Friday
2018-01-12,19.12,3,20.49,0,0,100,0,Light_Load,Weekday,Friday
2018-01-12,18.97,4,19.55,0,0,100,0,Light_Load,Weekday,Friday
2018-01-12,18.97,5,20.09,0,0,100,0,Light_Load,Weekday,Friday
2018-01-12,19.04,6,20.53,0,0,100,0,Light_Load,Weekday,Friday
2018-01-12,18.98,7,19.8,0,0,100,0,Light_Load,Weekday,Friday
2018-01-12,23.58,8,18,0.04,0,100,0,Light_Load,Weekday,Friday
2018-01-12,384.81,9,217.37,0,0,100,0.0425,Light_Load,Weekday,Friday
2018-01-12,472.82,10,170.89,0,94.05,0,0.0575,Medium_Load,Weekday,Friday
2018-01-12,429.08,11,112.78,0,96.71,0,0.05,Maximum_Load,Weekday,Friday
2018-01-12,425.99,12,212.61,0,89.48,0,0.05,Maximum_Load,Weekday,Friday
2018-01-12,62.45,13,8.71,93.38,99.04,0,0.01,Medium_Load,Weekday,Friday
2018-01-12,407.78,14,168.91,3.82,92.39,0,0.0475,Medium_Load,Weekday,Friday
2018-01-12,482.19,15,206.61,0,91.92,0,0.055,Medium_Load,Weekday,Friday
2018-01-12,463.19,16,219.96,0,90.33,0,0.0525,Medium_Load,Weekday,Friday
2018-01-12,391.53,17,156.38,0,92.87,0,0.045,Medium_Load,Weekday,Friday
2018-01-12,280.4,18,83.23,14.47,95.87,0,0.0325,Maximum_Load,Weekday,Friday
2018-01-12,427.29,19,213.33,0.61,89.47,0,0.0475,Maximum_Load,Weekday,Friday
2018-01-12,408.57,20,182.38,0,91.32,0,0.05,Maximum_Load,Weekday,Friday
2018-01-12,350.46,21,113.39,6.38,95.14,0,0.04,Medium_Load,Weekday,Friday
2018-01-12,25.17,22,0,105.58,100,0,0,Medium_Load,Weekday,Friday
2018-01-12,19.29,23,16.49,15.88,76.01,0,0,Maximum_Load,Weekday,Friday
2018-01-12,18.61,24,13.97,0,0,100,0,Light_Load,Weekday,Friday
2018-01-13,18.61,1,14.84,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-13,18.68,2,15.55,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-13,18.94,3,16.39,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-13,19.01,4,17.2,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-13,18.94,5,16.53,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-13,18.98,6,17.17,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-13,18.94,7,17.18,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-13,22.97,8,16.24,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-13,312.55,9,180.9,0,0,100,0.035,Light_Load,Weekend,Saturday
2018-01-13,302.79,10,82.33,0,96.5,0,0.035,Medium_Load,Weekend,Saturday
2018-01-13,351.24,11,95.61,0,96.49,0,0.04,Maximum_Load,Weekend,Saturday
2018-01-13,403.67,12,194.47,0,90.09,0,0.0475,Maximum_Load,Weekend,Saturday
2018-01-13,29.38,13,0.32,96.51,99.99,0,0,Medium_Load,Weekend,Saturday
2018-01-13,330.44,14,92.12,6.8,96.33,0,0.035,Medium_Load,Weekend,Saturday
2018-01-13,352.37,15,112.13,0,95.29,0,0.04,Medium_Load,Weekend,Saturday
2018-01-13,407.24,16,132.69,0,95.08,0,0.0475,Medium_Load,Weekend,Saturday
2018-01-13,280.26,17,101.2,0,94.06,0,0.0325,Medium_Load,Weekend,Saturday
2018-01-13,33.04,18,1.69,99.5,99.87,0,0.0025,Maximum_Load,Weekend,Saturday
2018-01-13,19.73,19,0,69.27,100,0,0,Maximum_Load,Weekend,Saturday
2018-01-13,20.08,20,0,107.32,100,0,0,Maximum_Load,Weekend,Saturday
2018-01-13,20.05,21,0,107.53,100,0,0,Medium_Load,Weekend,Saturday
2018-01-13,20.16,22,0,107.09,100,0,0,Medium_Load,Weekend,Saturday
2018-01-13,18.87,23,15.77,15.44,76.73,0,0,Maximum_Load,Weekend,Saturday
2018-01-13,18.36,24,15.84,0,0,100,0,Light_Load,Weekend,Saturday
2018-01-14,18.4,1,17.24,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-14,18.57,2,18.72,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-14,18.57,3,19.15,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-14,18.07,4,18.8,0,0,100,0,Light_Load,Weekend,Sunday
2018-01-14,17.61,5,17.21,0,0,100,0,Light_Load,Weekend,Sunday
